phase profile err
0.00390625 66.0 8.12403840463596
0.01171875 61.0 7.810249675906654
0.01953125 51.0 7.14142842854285
0.02734375 52.0 7.211102550927978
0.03515625 63.0 7.937253933193772
0.04296875 56.0 7.483314773547883
0.05078125 64.0 8.0
0.05859375 55.0 7.416198487095663
0.06640625 54.0 7.3484692283495345
0.07421875 51.0 7.14142842854285
0.08203125 55.0 7.416198487095663
0.08984375 64.0 8.0
0.09765625 58.0 7.615773105863909
0.10546875 44.0 6.6332495807108
0.11328125 48.0 6.928203230275509
0.12109375 51.0 7.14142842854285
0.12890625 55.0 7.416198487095663
0.13671875 45.0 6.708203932499369
0.14453125 45.0 6.708203932499369
0.15234375 53.0 7.280109889280518
0.16015625 62.0 7.874007874011811
0.16796875 59.0 7.681145747868608
0.17578125 39.0 6.244997998398398
0.18359375 61.0 7.810249675906654
0.19140625 51.0 7.14142842854285
0.19921875 49.0 7.0
0.20703125 49.0 7.0
0.21484375 46.0 6.782329983125268
0.22265625 43.0 6.557438524302
0.23046875 45.0 6.708203932499369
0.23828125 52.0 7.211102550927978
0.24609375 53.0 7.280109889280518
0.25390625 55.0 7.416198487095663
0.26171875 45.0 6.708203932499369
0.26953125 58.0 7.615773105863909
0.27734375 55.0 7.416198487095663
0.28515625 45.0 6.708203932499369
0.29296875 55.0 7.416198487095663
0.30078125 56.0 7.483314773547883
0.30859375 56.0 7.483314773547883
0.31640625 48.0 6.928203230275509
0.32421875 51.0 7.14142842854285
0.33203125 60.0 7.745966692414834
0.33984375 46.0 6.782329983125268
0.34765625 43.0 6.557438524302
0.35546875 52.0 7.211102550927978
0.36328125 51.0 7.14142842854285
0.37109375 51.0 7.14142842854285
0.37890625 45.0 6.708203932499369
0.38671875 50.0 7.0710678118654755
0.39453125 56.0 7.483314773547883
0.40234375 40.0 6.324555320336759
0.41015625 42.0 6.48074069840786
0.41796875 52.0 7.211102550927978
0.42578125 61.0 7.810249675906654
0.43359375 53.0 7.280109889280518
0.44140625 64.0 8.0
0.44921875 52.0 7.211102550927978
0.45703125 65.0 8.06225774829855
0.46484375 51.0 7.14142842854285
0.47265625 52.0 7.211102550927978
0.48046875 59.0 7.681145747868608
0.48828125 50.0 7.0710678118654755
0.49609375 50.0 7.0710678118654755
0.50390625 44.0 6.6332495807108
0.51171875 63.0 7.937253933193772
0.51953125 57.0 7.54983443527075
0.52734375 46.0 6.782329983125268
0.53515625 50.0 7.0710678118654755
0.54296875 59.0 7.681145747868608
0.55078125 53.0 7.280109889280518
0.55859375 60.0 7.745966692414834
0.56640625 44.0 6.6332495807108
0.57421875 53.0 7.280109889280518
0.58203125 49.0 7.0
0.58984375 66.0 8.12403840463596
0.59765625 58.0 7.615773105863909
0.60546875 58.0 7.615773105863909
0.61328125 64.0 8.0
0.62109375 64.0 8.0
0.62890625 50.0 7.0710678118654755
0.63671875 60.0 7.745966692414834
0.64453125 39.0 6.244997998398398
0.65234375 55.0 7.416198487095663
0.66015625 53.0 7.280109889280518
0.66796875 54.0 7.3484692283495345
0.67578125 40.0 6.324555320336759
0.68359375 44.0 6.6332495807108
0.69140625 35.0 5.916079783099616
0.69921875 37.0 6.082762530298219
0.70703125 42.0 6.48074069840786
0.71484375 40.0 6.324555320336759
0.72265625 35.0 5.916079783099616
0.73046875 29.0 5.385164807134504
0.73828125 46.0 6.782329983125268
0.74609375 33.0 5.744562646538029
0.75390625 37.0 6.082762530298219
0.76171875 28.0 5.291502622129181
0.76953125 43.0 6.557438524302
0.77734375 30.0 5.477225575051661
0.78515625 41.0 6.4031242374328485
0.79296875 42.0 6.48074069840786
0.80078125 35.0 5.916079783099616
0.80859375 40.0 6.324555320336759
0.81640625 35.0 5.916079783099616
0.82421875 41.0 6.4031242374328485
0.83203125 40.0 6.324555320336759
0.83984375 40.0 6.324555320336759
0.84765625 31.0 5.5677643628300215
0.85546875 31.0 5.5677643628300215
0.86328125 48.0 6.928203230275509
0.87109375 38.0 6.164414002968976
0.87890625 41.0 6.4031242374328485
0.88671875 34.0 5.830951894845301
0.89453125 41.0 6.4031242374328485
0.90234375 34.0 5.830951894845301
0.91015625 33.0 5.744562646538029
0.91796875 39.0 6.244997998398398
0.92578125 47.0 6.855654600401044
0.93359375 47.0 6.855654600401044
0.94140625 42.0 6.48074069840786
0.94921875 43.0 6.557438524302
