bbody,0.54,inf,inf,0.90,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4,1.94
powerlaw,1.57,0.88,1.75,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.36,1.01,1.73,4,1.50
apec,1.31,0.74,1.25,3.68,2.23,-3.68,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,4,1.71
bremss,1.21,0.60,1.28,4.28,4.28,55.00,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4,1.56
