bbody,0.00,inf,inf,10.46,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,3,3.67
powerlaw,0.00,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.21,inf,inf,3,3.01
apec,0.61,inf,inf,64.00,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,3,9.20
bremss,0.67,inf,inf,199.36,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,3,9.00
