fname,mjd,power,f,f_err_n,f_err_p,fdot,fdot_err_n,fdot_err_p,fddot,power_cl_0.9,pulse_amp,pulse_amp_err,pulse_amp_cl_0.1,pulse_amp_cl_0.9,pulse_amp_ul_0.9,f_idx,fdot_idx,fddot_idx
0916811501_PN1_src_xmm_epn_det_ev.p,60030.30425648514,408.88,0.0002,0.0,0.0,0.00e+00,0.0,0.0,0,361.60,27.06,0.72,25.45,28.87,nan,0,0,0
0916811501_PN1_src_xmm_epn_det_ev.p,60030.30425648514,297.23,0.0002590386078022653,0.0,7.37982597528319e-06,0.00e+00,0.0,0.0,0,257.57,23.07,0.74,21.48,24.90,nan,8,0,0
0916811501_PN1_src_xmm_epn_det_ev.p,60030.30425648514,291.12,0.0002664184337775485,-7.37982597528319e-06,0.0,0.00e+00,0.0,0.0,0,251.92,22.83,0.74,21.24,24.66,nan,9,0,0
0916811501_PN1_src_xmm_epn_det_ev.p,60030.30425648514,271.70,0.00025165878182698215,0.0,1.4759651950566326e-05,0.00e+00,0.0,0.0,0,233.97,22.06,0.75,20.47,23.89,nan,7,0,0
0916811501_PN1_src_xmm_epn_det_ev.p,60030.30425648514,249.13,0.00020737982597528317,0.0,0.0,0.00e+00,0.0,0.0,0,213.20,21.12,0.75,19.54,22.96,nan,1,0,0
