fname,mjd,power,f,f_err_n,f_err_p,fdot,fdot_err_n,fdot_err_p,fddot,power_cl_0.9,pulse_amp,pulse_amp_err,pulse_amp_cl_0.1,pulse_amp_cl_0.9,pulse_amp_ul_0.9,f_idx,fdot_idx,fddot_idx
0916811401_PN1_src_xmm_epn_det_ev.p,60187.67240794805,139.50,0.0002,0.0,0.0,0.00e+00,0.0,0.0,0,113.70,44.37,2.22,40.06,49.64,nan,0,0,0
0916811401_PN1_src_xmm_epn_det_ev.p,60187.67240794805,113.81,0.00021288813415477496,0.0,0.0,0.00e+00,0.0,0.0,0,90.93,40.08,2.27,35.82,45.39,nan,1,0,0
0916811401_PN1_src_xmm_epn_det_ev.p,60187.67240794805,83.21,0.0002257762683095499,-1.2888134154774952e-05,0.0,0.00e+00,0.0,0.0,0,64.26,34.27,2.36,30.12,39.66,nan,2,0,0
0916811401_PN1_src_xmm_epn_det_ev.p,60187.67240794805,57.11,0.00032888134154774955,-1.2888134154774979e-05,0.0,0.00e+00,0.0,0.0,0,42.12,28.39,2.47,24.38,33.89,nan,10,0,0
0916811401_PN1_src_xmm_epn_det_ev.p,60187.67240794805,56.32,0.0003159932073929746,0.0,1.2888134154774979e-05,0.00e+00,0.0,0.0,0,41.47,28.19,2.48,24.19,33.70,nan,9,0,0
