bbody,5.14,inf,inf,1.26,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,2.75
powerlaw,8.78,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.32,inf,inf,5,2.82
apec,1.00,inf,inf,1.00,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,5,7.38
bremss,7.96,inf,inf,5.23,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,2.80
raymond,5.89,inf,inf,24.59,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,0.3,-inf,-inf,-inf,5,2.89
