bbody,0.12,0.12,0.21,0.95,0.13,0.15,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,6,0.47
powerlaw,0.67,0.26,0.45,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1.79,0.40,0.49,6,1.02
apec,0.58,0.22,0.62,6.64,3.71,26.85,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,6,1.11
bremss,0.59,0.21,0.34,7.08,3.38,16.57,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,6,0.83
