bbody,1.74,0.79,1.36,41.51,41.51,-41.51,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,33,1.15
powerlaw,1.89,1.13,1.76,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.90,0.34,0.38,33,1.15
apec,13.81,inf,inf,64.00,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,33,2.63
bremss,13.23,inf,inf,200.00,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,33,2.61
