bbody,4.51,2.01,3.39,0.66,0.17,0.21,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.42
powerlaw,8.17,3.26,5.30,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4.57,1.57,2.21,5,0.52
apec,6.11,2.25,4.62,1.62,0.73,1.27,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,5,0.54
bremss,6.29,2.30,3.66,1.37,0.55,1.28,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.44
raymond,6.35,2.44,4.32,1.45,0.65,1.35,-inf,-inf,-inf,-inf,-inf,-inf,0.3,-inf,-inf,-inf,5,0.49
