bbody,0.69,0.32,0.54,0.10,0.03,0.04,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,23,0.80
powerlaw,1.25,0.46,-0.01,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,10.00,2.89,-10.00,23,1.44
apec,0.70,0.19,0.15,0.19,0.04,0.06,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,23,0.63
bremss,0.95,0.36,0.58,0.12,0.04,0.07,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,23,0.87
