OBSERVATION.OBSERVATION_ID,OBSERVATION.TARGET,OBSERVATION.RA_NOM,OBSERVATION.DEC_NOM,OBSERVATION.REVOLUTION,OBSERVATION.START_UTC,OBSERVATION.END_UTC,OBSERVATION.DURATION,TARGET_TYPE.DESCRIPTION,PROPOSAL.PI_SURNAME,PROPOSAL.TYPE,OBSERVATION.PROPRIETARY_END_DATE,OBSERVATION.PPS_VERSION,OBSERVATION.COORD_OBS
864430201,3c 234,10 01 49.50,+28 47 09.0,3930,2021-05-24 20:11:43.000,2021-05-25 19:13:23.000,82900,RADIO GALAXY RADIO LOUD TYPE 2,Di Gesu,GO,2022-07-02 00:00:00.000,19.16_20210326_1200,
864440101,SMC 3,00 48 20.00,-73 31 52.1,3907,2021-04-10 01:53:33.000,2021-04-10 12:21:53.000,37700,CV NOVA LIKE ECLIPSING,Orio,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,
864440201,Lin 358,00 59 12.25,-75 05 17.7,3908,2021-04-12 01:38:01.000,2021-04-12 12:14:41.000,38200,CV NOVA LIKE SLOW,Orio,GO,2022-05-17 00:00:00.000,19.16_20210326_1200,
864530101,GRB 210318B halo,17 36 55.88,-35 49 19.2,3897,2021-03-20 08:30:00.000,2021-03-21 01:20:00.000,60600,GAMMA RAY BURSTS,Tiengo,Target-Opportunity,2022-04-20 00:00:00.000,19.16_20210326_1200,
864550201,Ho II X-1,08 19 29.00,+70 42 19.3,3891,2021-03-08 00:33:39.000,2021-03-08 07:51:59.000,26300,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
864550301,Ho II X-1,08 19 29.00,+70 42 19.3,3893,2021-03-12 00:24:40.000,2021-03-12 07:36:20.000,25900,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550401,Ho II X-1,08 19 29.00,+70 42 19.3,3895,2021-03-15 23:52:32.000,2021-03-16 07:22:32.000,27000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550501,Ho II X-1,08 19 29.00,+70 42 19.3,3897,2021-03-19 23:35:00.000,2021-03-20 05:58:20.000,23000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550601,Ho II X-1,08 19 29.00,+70 42 19.3,3899,2021-03-23 23:34:41.000,2021-03-24 06:48:01.000,26000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550701,Ho II X-1,08 19 29.00,+70 42 19.3,3901,2021-03-27 23:15:17.000,2021-03-28 04:56:57.000,20500,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550801,Ho II X-1,08 19 29.00,+70 42 19.3,3905,2021-04-04 22:51:34.000,2021-04-05 06:04:54.000,26000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864550901,Ho II X-1,08 19 29.00,+70 42 19.3,3907,2021-04-08 22:45:22.000,2021-04-09 05:58:42.000,26000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864551101,Ho II X-1,08 19 29.00,+70 42 19.3,3903,2021-03-31 23:06:10.000,2021-04-01 06:07:50.000,25300,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864551201,Ho II X-1,08 19 29.00,+70 42 19.3,3909,2021-04-12 22:21:25.000,2021-04-13 05:18:05.000,25000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Middleton,GO,2022-05-18 00:00:00.000,19.16_20210326_1200,VLA
864620401,GraL J0659+1629,06 59 04.09,+16 29 09.0,3906,2021-04-07 19:28:01.000,2021-04-08 00:06:21.000,16700,QSO RADIO QUIET TYPE 1,Stern,GO,2022-05-04 00:00:00.000,19.16_20210326_1200,
864621301,GraL J1651-0417,16 51 05.30,-04 17 25.0,3895,2021-03-17 08:58:32.000,2021-03-17 13:48:32.000,17400,QSO RADIO QUIET TYPE 1,Stern,GO,2022-04-21 00:00:00.000,19.16_20210326_1200,
864622501,GraL J1719_+1515,17 19 22.60,+15 15 46.0,3888,2021-03-02 17:30:27.000,2021-03-02 20:33:47.000,11000,QSO RADIO QUIET TYPE 1,Stern,GO,2022-03-25 00:00:00.000,18.02_20200221_1200,
864840401,6dFGSgJ234600.8-5611,23 46 00.84,-56 11 07.8,3917,2021-04-30 04:40:01.000,2021-04-30 11:06:41.000,23200,SUPERSOFT SOURCE,Sacchi,GO,2022-05-26 00:00:00.000,19.16_20210326_1200,
864950201,MCSNR J0455-6839,04 55 37.00,-68 38 47.0,3863,2021-01-11 12:56:01.000,2021-01-11 20:42:41.000,28000,SNR,Maggi,Fulfill,2022-02-03 00:00:00.000,18.02_20200221_1200,
864960101,GRS1915+105,19 15 11.54,+10 56 44.8,3999,2021-10-09 13:16:53.000,2021-10-10 05:21:53.000,57900,LMXRB BLACK HOLE FLARES,Motta,Target-Opportunity,2022-10-27 00:00:00.000,19.17_20220121_1250,INTEGRAL
865011301,RE J1034+396,10 34 39.00,+39 38 27.9,3915,2021-04-24 21:53:31.000,2021-04-26 00:00:11.000,94000,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865011401,RE J1034+396,10 34 39.00,+39 38 27.9,3919,2021-05-02 21:31:30.000,2021-05-03 22:14:50.000,89000,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865011501,RE J1034+396,10 34 39.00,+39 38 28.0,3922,2021-05-08 21:00:24.000,2021-05-09 22:50:24.000,93000,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865011601,RE J1034+396,10 34 39.00,+39 38 28.0,3924,2021-05-12 20:55:30.000,2021-05-13 22:28:50.000,92000,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865011701,RE J1034+396,10 34 39.00,+39 38 28.0,3926,2021-05-16 20:35:39.000,2021-05-17 22:42:18.000,93999,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865011801,RE J1034+396,10 34 39.00,+39 38 28.0,3933,2021-05-30 20:09:22.000,2021-05-31 22:16:02.000,94000,SEYFERT RADIO QUIET TYPE 1,Alston,GO,2022-06-24 00:00:00.000,19.16_20210326_1200,
865070101,Arcturus,14 15 38.12,+19 10 16.7,3862,2021-01-09 12:35:48.000,2021-01-10 11:55:08.000,83960,STAR K1III,Schneider,GO,2022-02-05 00:00:00.000,18.02_20200221_1200,
865140801,NGC6232,16 43 20.22,+70 37 57.0,3890,2021-03-07 05:00:11.000,2021-03-07 14:43:31.000,35000,SEYFERT,Koss,Fulfill,2022-04-05 00:00:00.000,18.02_20200221_1200,
865140901,Z164-19,14 45 36.84,+27 02 05.3,3867,2021-01-19 20:49:44.000,2021-01-20 04:19:44.000,27000,SEYFERT,Koss,Fulfill,2022-02-08 00:00:00.000,18.02_20200221_1200,
865141001,Mrk106,09 19 55.33,+55 21 37.0,3909,2021-04-13 05:54:13.000,2021-04-13 13:24:13.000,27000,SEYFERT,Koss,Fulfill,2022-05-21 00:00:00.000,19.16_20210326_1200,
865210401,SDSS J1422+4417,14 22 43.02,+44 17 21.2,3861,2021-01-07 04:39:13.000,2021-01-07 19:22:33.000,53000,QSO RADIO QUIET TYPE 1,Zappacosta,GO,2022-01-30 00:00:00.000,18.02_20200221_1200,
865260101,SDSSJ173501+570308,17 35 01.24,+57 03 08.8,3867,2021-01-20 05:12:59.000,2021-01-20 11:52:59.000,24000,STARBURST GALAXY,Svoboda,GO,2022-02-08 00:00:00.000,18.02_20200221_1200,
865260201,SDSSJ150934+373146,15 09 34.17,+37 31 46.1,3865,2021-01-15 04:58:11.000,2021-01-15 20:31:31.000,56000,STARBURST GALAXY,Svoboda,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,
865260301,SDSSJ024052-082827,02 40 52.18,-08 28 27.4,3872,2021-01-29 04:28:26.000,2021-01-29 11:25:06.000,25000,STARBURST GALAXY,Svoboda,GO,2022-03-03 00:00:00.000,18.02_20200221_1200,
865260401,SDSSJ085115+584055,08 51 15.64,+58 40 55.0,3900,2021-03-25 23:28:53.000,2021-03-26 08:38:53.000,33000,STARBURST GALAXY,Svoboda,GO,2022-04-30 00:00:00.000,19.16_20210326_1200,
865260501,Object27Yang,01 46 53.30,+03 19 22.3,3870,2021-01-26 06:54:44.000,2021-01-26 17:28:04.000,38000,STARBURST GALAXY,Svoboda,GO,2022-04-05 00:00:00.000,18.02_20200221_1200,
865260701,Object12Yang,15 56 24.48,+48 06 45.7,3882,2021-02-18 19:34:43.000,2021-02-19 08:21:23.000,46000,STARBURST GALAXY,Svoboda,GO,2022-03-10 00:00:00.000,18.02_20200221_1200,
865260801,SDSSJ082540+184617,08 25 40.43,+18 46 17.2,3907,2021-04-09 06:58:32.000,2021-04-10 00:11:52.000,62000,STARBURST GALAXY,Svoboda,GO,2022-05-26 00:00:00.000,19.16_20210326_1200,
865350101,A21 Filament,00 21 01.08,+28 20 32.2,3858,2021-01-01 21:35:01.000,2021-01-02 08:25:01.000,39000,DIFFUSE X-RAY EMISSION,Kolodzig,GO,2022-02-05 00:00:00.000,18.02_20200221_1200,
865350301,A21 Filament,00 21 01.08,+28 20 32.2,3859,2021-01-04 01:12:20.000,2021-01-04 12:02:20.000,39000,DIFFUSE X-RAY EMISSION,Kolodzig,GO,2022-02-05 00:00:00.000,18.02_20200221_1200,
865380201,PSR B0950+08,09 53 09.30,+07 55 37.0,3921,2021-05-06 21:09:22.000,2021-05-08 06:59:22.000,121800,RADIO PULSAR,Pavlov,GO,2022-06-21 00:00:00.000,19.16_20210326_1200,
865380301,PSR B0950+08,09 53 09.30,+07 55 37.0,3936,2021-06-05 19:35:50.000,2021-06-07 02:42:30.000,112000,RADIO PULSAR,Pavlov,GO,2022-06-21 00:00:00.000,19.16_20210326_1200,
865470301,Mrk 590,02 14 33.55,-00 46 00.1,3859,2021-01-03 10:38:32.000,2021-01-03 18:08:32.000,27000,SEYFERT RADIO QUIET TYPE 1,Miniutti,GO,2022-01-26 00:00:00.000,18.02_20200221_1200,
865510101,UCXB-A,17 45 17.01,-32 13 56.5,3888,2021-03-02 21:31:10.000,2021-03-03 14:59:30.000,62900,X-RAY BINARY,Gong,GO,2022-04-05 00:00:00.000,18.02_20200221_1200,
870800201,PALOMA,05 24 30.46,+42 44 50.5,3888,2021-03-02 01:06:28.000,2021-03-02 10:16:28.000,33000,CV INTERMEDIATE POLAR,Dutta,GO,2022-03-25 00:00:00.000,18.02_20200221_1200,NuS
870830301,NGC 6946,20 34 52.31,+60 09 14.1,3904,2021-04-04 04:35:40.000,2021-04-04 09:02:20.000,16000,STARBURST GALAXY,Vulic,GO,2022-06-11 00:00:00.000,19.16_20210326_1200,NuS
870830401,NGC 6946,20 34 52.31,+60 09 14.1,3930,2021-05-25 20:38:55.000,2021-05-26 01:35:05.000,17770,STARBURST GALAXY,Vulic,GO,2022-06-11 00:00:00.000,19.16_20210326_1200,NuS
870840101,Mrk 590,02 14 33.68,-00 46 00.3,3969,2021-08-11 01:04:37.000,2021-08-11 04:04:37.000,10800,SEYFERT RADIO QUIET TYPE 1.5,Vestergaard,Triggered,2024-03-01 00:00:00.000,19.16_20210326_1200,NuS
870840401,Mrk 590,02 14 33.68,-00 46 00.3,3970,2021-08-13 01:29:57.000,2021-08-13 03:29:55.000,7198,SEYFERT RADIO QUIET TYPE 1.5,Vestergaard,Triggered,2024-03-01 00:00:00.000,19.16_20210326_1200,NuS
870850201,ESO 118-IG004,04 08 19.10,-61 16 06.0,3884,2021-02-22 15:23:02.000,2021-02-23 15:18:02.000,86100,SEYFERT,Ajello,GO,2022-03-17 00:00:00.000,18.02_20200221_1200,NuS
870860201,NEP DTDF,17 22 46.00,+65 52 16.0,3865,2021-01-16 05:38:34.000,2021-01-16 12:05:14.000,23200,AGN UNCLASSIFIED,Civano,GO,2023-09-19 00:00:00.000,18.02_20200221_1200,NuS
870860301,NEP DTDF,17 22 46.00,+65 52 16.0,4001,2021-10-14 18:47:39.000,2021-10-14 23:32:39.000,17100,AGN UNCLASSIFIED,Civano,GO,2023-09-19 00:00:00.000,19.16_20210326_1200,NuS
870870401,NGC2403-S,07 37 22.92,+65 34 35.5,3916,2021-04-26 21:45:02.000,2021-04-27 04:58:22.000,26000,SPIRAL GALAXY,Antoniou,GO,2022-05-26 00:00:00.000,19.16_20210326_1200,NuS
870870501,NGC2403-S,07 37 22.92,+65 34 35.5,3917,2021-04-28 21:39:35.000,2021-04-29 04:36:15.000,25000,SPIRAL GALAXY,Antoniou,GO,2022-05-26 00:00:00.000,19.16_20210326_1200,NuS
870870801,NGC2403-N,07 36 20.27,+65 37 38.5,3914,2021-04-22 21:56:51.000,2021-04-23 04:53:31.000,25000,X-RAY BINARY,Antoniou,GO,2022-05-26 00:00:00.000,19.16_20210326_1200,NuS
870910301,HS 1630+2355,16 33 02.66,+23 49 28.5,3873,2021-01-31 04:21:57.000,2021-02-01 10:21:57.000,108000,QSO,Kammoun,GO,2022-02-15 00:00:00.000,18.02_20200221_1200,
870940101,M82 X-2,09 55 51.03,+69 40 45.4,3906,2021-04-06 22:43:54.000,2021-04-07 07:53:54.000,33000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Bachetti,GO,2022-06-01 00:00:00.000,19.16_20210326_1200,NuS
870940401,M82 X-2,09 55 51.03,+69 40 45.4,3911,2021-04-16 22:23:00.000,2021-04-17 07:16:20.000,32000,ULTRA-LUMINOUS X-RAY SOURCE (ULX),Bachetti,GO,2022-06-01 00:00:00.000,19.16_20210326_1200,NuS
870990201,CXO J174517.0-3213,17 45 17.01,-32 13 56.5,3887,2021-02-28 06:07:42.000,2021-02-28 15:17:42.000,33000,X-RAY BINARY,Mori,GO,2022-04-05 00:00:00.000,18.02_20200221_1200,NuS
871390101,DM Tau,04 33 48.72,+18 10 09.9,3877,2021-02-09 04:48:24.000,2021-02-09 07:51:44.000,11000,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390201,DM Tau,04 33 48.72,+18 10 09.9,3878,2021-02-10 01:46:52.000,2021-02-10 07:20:12.000,20000,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390301,DM Tau,04 33 48.72,+18 10 09.9,3878,2021-02-11 02:00:13.000,2021-02-11 05:36:53.000,13000,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390401,DM Tau,04 33 48.72,+18 10 09.9,3879,2021-02-12 01:37:51.000,2021-02-12 06:37:51.000,18000,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390501,DM Tau,04 33 48.72,+18 10 09.9,3879,2021-02-13 03:06:40.000,2021-02-13 06:06:40.000,10800,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390601,DM Tau,04 33 48.72,+18 10 09.9,3880,2021-02-14 01:29:08.000,2021-02-14 07:09:08.000,20400,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390701,DM Tau,04 33 48.72,+18 10 09.9,3880,2021-02-15 01:32:11.000,2021-02-15 05:13:51.000,13300,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871390801,DM Tau,04 33 48.72,+18 10 09.9,3881,2021-02-16 01:20:37.000,2021-02-16 06:57:17.000,20200,T TAURI STAR,Liu,GO,2022-05-18 00:00:00.000,18.02_20200221_1200,VLA
871590701,Mkn 421 -30,11 04 24.99,+38 12 44.0,3932,2021-05-28 20:05:50.000,2021-05-29 14:05:50.000,64800,BL LAC,XMM-Newton MM,Calibration,2021-06-04 00:00:00.000,19.16_20210326_1200,
871800101,WASP-43,10 19 37.94,-09 48 23.4,3925,2021-05-15 06:20:27.000,2021-05-15 14:07:07.000,28000,STAR,France,HST,2022-06-03 00:00:00.000,19.16_20210326_1200,
871800201,L98-59,08 18 07.98,-68 18 53.9,3910,2021-04-15 07:42:55.000,2021-04-15 14:06:15.000,23000,STAR,France,HST,2022-05-18 00:00:00.000,19.16_20210326_1200,
871800301,L98-59,08 18 07.98,-68 18 53.9,3910,2021-04-16 02:43:38.000,2021-04-16 10:48:38.000,29100,STAR,France,HST,2022-05-18 00:00:00.000,19.16_20210326_1200,
872391401,Swift 0540-7554,05 40 01.90,-75 54 19.0,3869,2021-01-23 04:43:51.000,2021-01-23 17:13:51.000,45000,X-RAY BINARY,SCHARTEL (PS),TOO,2021-07-30 00:00:00.000,18.02_20200221_1200,
872391601,EC 04570-5206,04 58 15.63,-52 02 02.6,3871,2021-01-28 03:41:05.000,2021-01-28 17:17:45.000,49000,SEYFERT,SCHARTEL (PS),TOO,2021-08-02 00:00:00.000,18.02_20200221_1200,
872391701,ZTF20abfcszi,00 31 13.59,+85 00 32.0,3885,2021-02-25 11:57:02.000,2021-02-25 15:20:22.000,12200,UNCLASSIFIED,SCHARTEL (PS),TOO,2021-09-05 00:00:00.000,18.02_20200221_1200,
872391801,SRGEJ170245.3+130104,17 02 45.30,+13 01 02.2,3882,2021-02-18 01:46:45.000,2021-02-18 11:38:25.000,35500,UNCLASSIFIED,SCHARTEL (PS),TOO,2021-08-25 00:00:00.000,18.02_20200221_1200,
872391901,WISEA J041754.02-594,04 17 53.99,-59 49 43.1,3891,2021-03-08 23:08:40.000,2021-03-09 14:35:20.000,55600,AGN UNCLASSIFIED,SCHARTEL (PS),TOO,2021-09-15 00:00:00.000,18.02_20200221_1200,
872392001,SWIFT J1749.4-2807,17 49 32.00,-28 08 06.0,3889,2021-03-04 00:14:50.000,2021-03-04 16:18:10.000,57800,LMXRB,SCHARTEL (PS),TOO,2021-09-09 00:00:00.000,19.17_20220121_1250,
872392101,SDSS J081456.10+5325,08 14 56.09,+53 25 33.0,3904,2021-04-03 03:52:28.000,2021-04-03 11:50:08.000,28660,QSO,SCHARTEL (PS),TOO,2021-10-07 00:00:00.000,19.16_20210326_1200,
872392201,ZTF20abfcszi,00 31 13.59,+85 00 32.0,3903,2021-04-02 09:54:18.000,2021-04-02 12:57:38.000,11000,UNCLASSIFIED,SCHARTEL (PS),TOO,2021-10-07 00:00:00.000,19.16_20210326_1200,
872392301,ZTF20abfcszi,00 31 13.59,+85 00 32.0,3904,2021-04-04 09:46:14.000,2021-04-04 12:49:34.000,11000,UNCLASSIFIED,SCHARTEL (PS),TOO,2021-10-07 00:00:00.000,19.16_20210326_1200,
872392401,FRB 20200120E,09 57 55.99,+68 49 32.0,3908,2021-04-10 22:42:08.000,2021-04-11 05:05:28.000,23000,RADIO PULSAR,SCHARTEL (PS),TOO,2021-11-20 00:00:00.000,19.16_20210326_1200,
872392501,FRB 20200120E,09 57 55.99,+68 49 32.0,3918,2021-04-30 21:34:34.000,2021-05-01 05:04:34.000,27000,RADIO PULSAR,SCHARTEL (PS),TOO,2021-11-20 00:00:00.000,19.16_20210326_1200,
872392601,FRB 20200120E,09 57 55.99,+68 49 32.0,3925,2021-05-14 20:42:57.000,2021-05-15 05:02:57.000,30000,RADIO PULSAR,SCHARTEL (PS),TOO,2021-11-20 00:00:00.000,19.16_20210326_1200,
872392801,TC0072,17 52 00.12,+65 37 36.1,3911,2021-04-18 06:10:07.000,2021-04-18 11:51:47.000,20500,NON-ACTIVE GALAXY,SCHARTEL (PS),TOO,2021-10-26 00:00:00.000,19.16_20210326_1200,
872392901,AT2020ocn,13 53 53.77,+53 59 49.6,3925,2021-05-15 15:26:17.000,2021-05-16 10:04:37.000,67100,SUPERMASSIVE BLACK HOLE,SCHARTEL (PS),TOO,2021-11-20 00:00:00.000,19.16_20210326_1200,
872393101,4FGL J2108.0+5155,21 08 03.99,+51 55 39.0,3938,2021-06-11 03:33:43.000,2021-06-11 08:15:23.000,16900,UNIDENTIFIED,SCHARTEL (PS),TOO,2021-12-15 00:00:00.000,19.16_20210326_1200,
872393201,LEDA 738823,02 43 45.70,-28 40 40.0,3946,2021-06-26 08:05:40.000,2021-06-26 17:14:00.000,32900,NON-ACTIVE GALAXY,SCHARTEL (PS),TOO,2022-01-01 00:00:00.000,19.16_20210326_1200,
872393301,ton 599,11 59 31.82,+29 14 43.8,3946,2021-06-25 18:52:30.000,2021-06-25 22:54:10.000,14500,BL LAC,SCHARTEL (PS),TOO,2022-01-01 00:00:00.000,19.16_20210326_1200,
872590101,Cas J005311,00 53 11.20,+67 30 02.1,3861,2021-01-08 13:30:07.000,2021-01-08 18:46:47.000,19000,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872590201,Cas J005311,00 53 11.20,+67 30 02.1,3862,2021-01-10 13:22:09.000,2021-01-10 18:38:49.000,19000,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872590301,Cas J005311,00 53 11.20,+67 30 02.1,3864,2021-01-14 13:13:44.000,2021-01-14 18:22:04.000,18500,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872590401,Cas J005311,00 53 11.20,+67 30 02.1,3865,2021-01-16 12:56:06.000,2021-01-16 18:12:46.000,19000,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872590501,Cas J005311,00 53 11.20,+67 30 02.1,3867,2021-01-20 12:48:06.000,2021-01-20 17:56:26.000,18500,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872590601,Cas J005311,00 53 11.20,+67 30 02.1,3866,2021-01-18 13:04:19.000,2021-01-18 18:04:19.000,18000,WOLF RAYET STAR,Oskinova,GO,2022-02-11 00:00:00.000,18.02_20200221_1200,Chan
872610101,RXJ1131,11 31 51.59,-12 31 57.0,3938,2021-06-10 14:09:10.000,2021-06-11 01:40:50.000,41500,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872610201,RXJ1131,11 31 51.59,-12 31 57.0,3945,2021-06-24 01:31:24.000,2021-06-24 13:03:04.000,41500,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872610301,RXJ1131,11 31 51.59,-12 31 57.0,3953,2021-07-10 16:27:13.000,2021-07-11 06:18:53.000,49900,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872610401,RXJ1131,11 31 51.59,-12 31 57.0,4025,2021-12-01 01:01:13.000,2021-12-01 14:22:03.000,48050,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872610501,RXJ1131,11 31 51.59,-12 31 57.0,4033,2021-12-16 06:19:32.000,2021-12-16 18:49:32.000,45000,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872610601,RXJ1131,11 31 51.59,-12 31 57.0,4040,2021-12-30 05:59:33.000,2021-12-30 18:46:13.000,46000,QSO,Chartas,Co-Chandra,2023-01-13 00:00:00.000,19.16_20210326_1200,Chan
872790101,PSR J1852+0040,18 52 38.57,+00 40 19.8,3894,2021-03-15 02:47:04.000,2021-03-15 14:08:44.000,40900,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
872790201,PSR J1852+0040,18 52 38.57,+00 40 19.8,3895,2021-03-16 08:59:04.000,2021-03-16 18:15:44.000,33400,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
872790301,PSR J1852+0040,18 52 38.57,+00 40 19.8,3896,2021-03-18 06:30:39.000,2021-03-18 15:15:39.000,31500,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
872790401,PSR J1852+0040,18 52 38.57,+00 40 19.8,3899,2021-03-24 08:24:30.000,2021-03-24 17:09:30.000,31500,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
872790501,PSR J1852+0040,18 52 38.57,+00 40 19.8,3914,2021-04-23 11:35:46.000,2021-04-23 20:20:46.000,31500,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
872790601,PSR J1852+0040,18 52 38.57,+00 40 19.8,3993,2021-09-27 19:55:50.000,2021-09-28 04:40:50.000,31500,RADIO PULSAR,Gotthelf,Co-Chandra,2022-10-25 00:00:00.000,19.16_20210326_1200,Chan
880000301,WR21,10 26 31.41,-58 38 26.2,3948,2021-06-30 06:30:56.000,2021-06-30 11:14:16.000,17000,WOLF RAYET STAR WN5,Naze,GO,2022-08-24 00:00:00.000,19.16_20210326_1200,
880000401,WR21,10 26 31.41,-58 38 26.2,3949,2021-07-01 18:25:27.000,2021-07-02 03:07:07.000,31300,WOLF RAYET STAR WN5,Naze,GO,2022-08-24 00:00:00.000,19.16_20210326_1200,
880000501,WR21,10 26 31.41,-58 38 26.2,3965,2021-08-03 02:47:04.000,2021-08-03 08:53:44.000,22000,WOLF RAYET STAR WN5,Naze,GO,2022-08-24 00:00:00.000,19.16_20210326_1200,
880000601,WR21,10 26 31.41,-58 38 26.2,3967,2021-08-07 06:36:41.000,2021-08-07 13:23:21.000,24400,WOLF RAYET STAR WN5,Naze,GO,2022-08-24 00:00:00.000,19.16_20210326_1200,
880000901,WR31,10 53 44.81,-59 30 46.7,4038,2021-12-26 10:39:46.000,2021-12-26 14:48:06.000,14900,WOLF RAYET STAR WN4,Naze,GO,2023-03-16 00:00:00.000,19.16_20210326_1200,
880001001,WR31,10 53 44.81,-59 30 46.7,4036,2021-12-22 21:05:51.000,2021-12-23 00:42:31.000,13000,WOLF RAYET STAR WN4,Naze,GO,2023-03-16 00:00:00.000,19.16_20210326_1200,
880030201,HD137387,15 31 30.81,-73 23 22.5,3971,2021-08-15 23:55:24.000,2021-08-16 03:45:24.000,13800,STAR B2V,Naze,Fulfill,2022-09-21 00:00:00.000,19.16_20210326_1200,
880030301,HD60855,07 36 03.88,-14 29 34.0,4004,2021-10-20 09:51:19.000,2021-10-20 13:14:39.000,12200,STAR B2V,Naze,Fulfill,2022-11-09 00:00:00.000,19.16_20210326_1200,
880030501,HD194335,20 23 44.37,+37 28 35.2,3932,2021-05-30 05:32:58.000,2021-05-30 09:09:38.000,13000,STAR B2III,Naze,Fulfill,2022-06-11 00:00:00.000,19.16_20210326_1200,
880030601,HD113120,13 03 05.34,-71 28 32.6,3972,2021-08-17 23:59:24.000,2021-08-18 03:34:24.000,12900,STAR B2IV,Naze,Fulfill,2022-09-20 00:00:00.000,19.16_20210326_1200,
880030701,HD157042,17 23 16.06,-47 28 05.5,3984,2021-09-10 22:27:56.000,2021-09-11 01:55:26.000,12450,STAR B2V,Naze,Fulfill,2022-10-21 00:00:00.000,19.16_20210326_1200,
880031001,HD214168,22 35 52.09,+39 37 41.3,3954,2021-07-13 02:20:01.000,2021-07-13 06:11:41.000,13900,STAR B1V,Naze,Fulfill,2022-08-02 00:00:00.000,19.16_20210326_1200,
