bbody,0.85,0.50,0.85,1.02,0.21,0.25,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4,0.48
powerlaw,2.47,1.03,1.68,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.35,0.70,0.94,4,0.32
apec,2.28,0.84,1.18,3.08,1.13,4.00,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,4,0.39
bremss,1.98,0.72,1.14,4.54,2.21,9.26,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4,0.26
