bbody,0.31,0.16,0.23,0.14,0.03,0.04,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,12,1.32
powerlaw,0.96,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,8.42,inf,inf,12,2.08
apec+apec,0.76,0.24,0.47,0.10,0.08,0.05,0.34,0.16,0.25,-inf,-inf,-inf,1.0,-inf,-inf,-inf,10,1.45
bremss,0.53,0.18,0.26,0.20,0.06,0.08,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,12,1.40
