"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0916810101","MW Plane 62B","17 32 31.56","-34 12 46.8","4257","2023-03-08 11:46:24.000","2023-03-08 14:58:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810201","MW Plane 63A","17 26 30.74","-34 01 19.2","4257","2023-03-08 15:18:04.000","2023-03-08 18:29:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0916810301","MW Plane 63B","17 27 36.46","-33 59 07.8","4257","2023-03-08 18:49:44.000","2023-03-08 22:01:24.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810401","MW Plane 64A","17 28 20.84","-34 02 50.4","4257","2023-03-08 22:21:24.000","2023-03-09 01:33:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810501","MW Plane 64B","17 29 24.92","-33 59 06.4","4257","2023-03-09 01:53:04.000","2023-03-09 07:26:24.000","20000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810601","MW Plane 65A","17 29 09.99","-34 23 19.3","4257","2023-03-09 07:46:24.000","2023-03-09 13:04:44.000","19100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810701","MW Plane 65B","17 29 58.34","-34 13 47.9","4259","2023-03-12 17:03:18.000","2023-03-12 20:14:58.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810801","MW Plane 69A","17 31 00.61","-34 24 41.5","4345","2023-08-31 10:24:19.000","2023-08-31 14:00:59.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-21 00:00:00.000","20.10_20230417_1156",
"0916810901","MW Plane 69B","17 31 22.22","-34 11 38.3","4259","2023-03-12 20:34:58.000","2023-03-12 23:46:38.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-21 00:00:00.000","20.10_20230417_1156",
"0916811001","MW Plane 77A","17 27 19.41","-34 21 50.9","4259","2023-03-13 00:06:38.000","2023-03-13 03:18:18.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0916811201","MW Plane 78A","17 28 08.47","-34 42 21.4","4259","2023-03-13 07:09:08.000","2023-03-13 12:46:38.000","20250","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-21 00:00:00.000","20.10_20230417_1156",
"0916811401","MW Plane 81A","17 29 59.52","-34 43 47.0","4345","2023-08-31 15:21:00.000","2023-08-31 18:39:20.000","11900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-21 00:00:00.000","20.10_20230417_1156",
"0916811501","MW Plane 81B","17 30 27.38","-34 31 13.8","4266","2023-03-27 06:31:26.000","2023-03-27 11:51:26.000","19200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0916811701","MW Plane 77A","17 27 19.41","-34 21 50.9","4343","2023-08-27 09:31:32.000","2023-08-27 12:43:12.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-13 00:00:00.000","20.10_20230417_1156",
"0916811801","MW Plane 77B","17 28 18.04","-34 15 14.2","4343","2023-08-27 13:03:12.000","2023-08-27 16:14:52.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-13 00:00:00.000","20.10_20230417_1156",
"0916811901","MW Plane 69A","17 31 00.61","-34 24 41.5","4360","2023-09-29 13:26:00.000","2023-09-29 17:54:20.000","16100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
