"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0916790101","MW Plane 47A","17 34 10.70","-32 47 40.9","4266","2023-03-26 00:54:46.000","2023-03-26 05:29:46.000","16500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790201","MW Plane 47B","17 33 44.07","-33 00 17.9","4266","2023-03-26 05:49:46.000","2023-03-26 09:01:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790301","MW Plane 48A","17 36 49.60","-33 09 04.2","4266","2023-03-26 09:21:26.000","2023-03-26 12:33:06.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790401","MW Plane 48B","17 35 55.05","-33 16 49.7","4266","2023-03-26 12:53:06.000","2023-03-26 16:04:46.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790501","MW Plane 49A","17 30 33.48","-32 45 11.7","4266","2023-03-26 16:24:46.000","2023-03-26 19:36:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790601","MW Plane 49B","17 30 50.62","-32 58 30.8","4266","2023-03-26 19:56:26.000","2023-03-26 23:08:06.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790701","MW Plane 50A","17 29 26.42","-33 30 37.1","4266","2023-03-26 23:28:06.000","2023-03-27 02:39:46.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790801","MW Plane 51A","17 32 22.07","-32 46 29.3","4266","2023-03-27 02:59:46.000","2023-03-27 06:11:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.10_20230417_1156",
"0916790901","MW Plane 51B","17 32 16.85","-33 00 14.3","4252","2023-02-26 02:32:44.000","2023-02-26 08:31:04.000","21500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-13 00:00:00.000","20.09_20221024_1724",
"0916791001","MW Plane 52A","17 33 11.44","-33 06 52.2","4252","2023-02-26 08:51:04.000","2023-02-26 12:02:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.09_20221024_1724",
"0916791101","MW Plane 52B","17 32 49.37","-33 19 52.3","4252","2023-02-26 12:22:44.000","2023-02-26 15:49:24.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791201","MW Plane 53A","17 35 00.49","-33 08 01.2","4252","2023-02-26 16:09:24.000","2023-02-26 19:21:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791301","MW Plane 53B","17 34 16.30","-33 18 16.0","4252","2023-02-26 19:41:04.000","2023-02-26 22:52:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791401","MW Plane 54A","17 35 50.67","-33 28 20.1","4252","2023-02-26 23:12:44.000","2023-02-27 02:24:24.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-10 00:00:00.000","20.09_20221024_1724",
"0916791501","MW Plane 54B","17 34 50.36","-33 34 01.0","4252","2023-02-27 02:44:24.000","2023-02-27 06:16:04.000","12700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-10 00:00:00.000","20.09_20221024_1724",
"0916791701","MW Plane 51B","17 32 16.85","-33 00 14.3","4252","2023-02-25 23:52:04.000","2023-02-26 02:32:44.000","9640","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.09_20221024_1724",
"0916791801","MW Plane 47A","17 34 10.70","-32 47 40.9","4266","2023-03-25 21:59:06.000","2023-03-26 00:54:46.000","10540","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
