"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0886080101","MW Plane 92","17 21 33.48","-36 37 54.3","4268","2023-03-31 03:08:53.000","2023-03-31 11:35:33.000","30400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886080201","MW Plane 93","17 19 04.81","-36 16 56.2","4265","2023-03-24 16:03:59.000","2023-03-24 22:27:19.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0886080301","MW Plane 94","17 22 37.93","-36 59 30.2","4268","2023-03-30 00:32:18.000","2023-03-30 08:35:38.000","29000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0886080401","MW Plane 95","17 19 29.64","-36 35 43.5","4265","2023-03-24 22:47:19.000","2023-03-25 04:53:59.000","22000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0886080501","MW Plane 96","17 23 11.35","-37 30 39.4","4269","2023-04-01 00:36:03.000","2023-04-01 09:46:03.000","33000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886080601","MW Plane 97","17 20 38.99","-36 54 52.1","4359","2023-09-27 21:11:22.000","2023-09-28 03:34:42.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886080701","MW Plane 98","17 50 49.39","-28 21 12.4","4270","2023-04-03 10:38:24.000","2023-04-03 19:48:24.000","33000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886080801","MW Plane 99","17 51 26.10","-27 58 15.0","4270","2023-04-03 20:08:24.000","2023-04-04 02:31:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886080901","MW Plane 100","17 52 51.63","-27 38 36.2","4270","2023-04-04 02:51:44.000","2023-04-04 11:18:24.000","30400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886081001","MW Plane 101","17 53 50.03","-27 16 10.9","4183","2022-10-11 12:07:23.000","2022-10-11 19:53:38.000","27975","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-11-21 00:00:00.000","20.09_20221024_1724",
"0886081101","MW Plane 102","17 54 47.99","-26 53 45.0","4271","2023-04-05 08:44:04.000","2023-04-05 15:07:24.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886081201","MW Plane 103","17 55 49.65","-26 31 32.3","4271","2023-04-05 15:27:24.000","2023-04-05 21:50:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886081301","MW Plane 104","17 55 07.39","-26 05 25.3","4271","2023-04-05 22:10:44.000","2023-04-06 04:50:44.000","24000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886081401","MW Plane 101","17 53 50.03","-27 16 10.9","4183","2022-10-11 09:20:43.000","2022-10-11 12:07:23.000","10000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886081501","MW Plane 94","17 22 37.93","-36 59 30.2","4268","2023-03-29 22:03:58.000","2023-03-30 00:32:18.000","8900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886081601","MW Plane 96","17 23 11.35","-37 30 39.4","4269","2023-03-31 22:06:03.000","2023-04-01 00:36:03.000","9000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
