"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0886060101","MW Plane 66","17 29 51.76","-35 25 05.4","4080","2022-03-20 00:24:36.000","2022-03-20 07:57:56.000","27200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-03-05 00:00:00.000","19.17_20220121_1250",
"0886060201","MW Plane 67","17 27 59.78","-35 23 39.4","4085","2022-03-29 23:51:04.000","2022-03-30 07:37:44.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060301","MW Plane 68","17 24 30.37","-34 40 58.6","4082","2022-03-24 15:15:30.000","2022-03-24 21:38:50.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-07 00:00:00.000","19.17_20220121_1250",
"0886060501","MW Plane 70","17 25 18.92","-35 01 33.4","4084","2022-03-29 04:24:01.000","2022-03-29 12:15:41.000","28300","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886060601","MW Plane 71","17 28 49.65","-35 44 08.8","4086","2022-03-31 23:44:53.000","2022-04-01 07:31:33.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060701","MW Plane 72","17 26 57.26","-35 42 39.3","4086","2022-04-01 07:51:33.000","2022-04-01 14:43:13.000","24700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886060801","MW Plane 73","17 23 27.56","-34 59 51.7","4085","2022-03-30 07:57:44.000","2022-03-30 14:21:04.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886060901","MW Plane 74","17 26 07.87","-35 22 06.9","4086","2022-04-01 15:03:13.000","2022-04-01 21:56:33.000","24800","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061001","MW Plane 75","17 24 16.03","-35 20 28.0","4085","2022-03-30 14:41:04.000","2022-03-30 21:04:24.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061101","MW Plane 76","17 27 47.06","-36 03 10.3","4086","2022-04-01 22:16:33.000","2022-04-02 11:43:13.000","48400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
"0886061201","MW Plane 77","17 25 04.92","-35 41 03.2","4179","2022-10-04 07:01:39.000","2022-10-04 13:24:59.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-24 00:00:00.000","20.08_20220509_1852",
"0886061401","MW Plane 66","17 29 51.76","-35 25 05.4","4080","2022-03-19 22:40:06.000","2022-03-20 00:24:36.000","6270","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-05 00:00:00.000","19.17_20220121_1250",
"0886061501","MW Plane 67","17 27 59.78","-35 23 39.4","4085","2022-03-29 21:58:44.000","2022-03-29 23:51:04.000","6740","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-20 00:00:00.000","19.17_20220121_1250",
"0886061601","MW Plane 71","17 28 49.65","-35 44 08.8","4086","2022-03-31 21:50:23.000","2022-03-31 23:44:53.000","6870","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-04-21 00:00:00.000","19.17_20220121_1250",
