fname,mjd,power,f,f_err_n,f_err_p,fdot,fdot_err_n,fdot_err_p,fddot,power_cl_0.9,pulse_amp,pulse_amp_err,pulse_amp_cl_0.1,pulse_amp_cl_0.9,pulse_amp_ul_0.9,f_idx,fdot_idx,fddot_idx
0932190801_PN1_src_xmm_epn_det02_ev.p,60191.518350033984,26.28,0.151910576629512,-1.025380141103649e-05,1.025380141103649e-05,0.00e+00,0.0,0.0,0,17.40,nan,nan,nan,nan,32.73,14620,0,0
0932190801_PN1_src_xmm_epn_det02_ev.p,60191.518350033984,25.94,0.7452673028825879,-1.0253801411064245e-05,0.0,0.00e+00,0.0,0.0,0,17.15,nan,nan,nan,nan,32.58,72487,0,0
0932190801_PN1_src_xmm_epn_det02_ev.p,60191.518350033984,25.73,0.17353584380541082,0.0,1.025380141103649e-05,0.00e+00,0.0,0.0,0,16.98,nan,nan,nan,nan,32.48,16729,0,0
0932190801_PN1_src_xmm_epn_det02_ev.p,60191.518350033984,25.57,0.24396920569789493,-1.025380141103649e-05,1.025380141103649e-05,0.00e+00,0.0,0.0,0,16.86,nan,nan,nan,nan,32.41,23598,0,0
0932190801_PN1_src_xmm_epn_det02_ev.p,60191.518350033984,25.51,0.17354609760682185,-1.025380141103649e-05,0.0,0.00e+00,0.0,0.0,0,16.82,nan,nan,nan,nan,32.38,16730,0,0
