bbody,0.14,inf,inf,0.26,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,83,3.98
powerlaw,0.53,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,4.24,inf,inf,83,3.17
apec+apec,0.68,inf,inf,0.21,inf,inf,1.41,inf,inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,81,2.17
bremss,0.32,inf,inf,0.61,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,83,3.54
