bbody,0.00,inf,inf,0.82,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,3.35
powerlaw,0.79,0.40,0.56,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.31,0.89,1.11,5,1.76
apec,0.62,0.31,0.55,3.97,2.28,46.16,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,5,1.97
bremss,0.58,inf,inf,3.55,inf,inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,2.01
