bbody,0.18,0.18,0.83,1.35,0.39,0.66,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.16
powerlaw,0.69,0.62,1.57,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.82,0.76,1.16,5,0.33
apec,1.17,0.51,1.16,64.00,58.31,-64.00,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,5,0.44
bremss,1.10,0.49,0.74,200.00,200.00,-200.00,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.41
