phase profile err
1.24609375 6.0 2.449489742783178
1.25390625 2.0 1.4142135623730951
1.26171875 2.0 1.4142135623730951
1.26953125 1.0 1.0
1.27734375 2.0 1.4142135623730951
1.28515625 1.0 1.0
1.29296875 2.0 1.4142135623730951
1.30078125 3.0 1.7320508075688772
1.30859375 5.0 2.23606797749979
1.31640625 0.0 0.0
1.32421875 3.0 1.7320508075688772
1.33203125 4.0 2.0
1.33984375 4.0 2.0
1.34765625 3.0 1.7320508075688772
1.35546875 2.0 1.4142135623730951
1.36328125 3.0 1.7320508075688772
1.37109375 3.0 1.7320508075688772
1.37890625 4.0 2.0
1.38671875 2.0 1.4142135623730951
1.39453125 0.0 0.0
1.40234375 0.0 0.0
1.41015625 2.0 1.4142135623730951
1.41796875 2.0 1.4142135623730951
1.42578125 5.0 2.23606797749979
1.43359375 5.0 2.23606797749979
1.44140625 3.0 1.7320508075688772
1.44921875 5.0 2.23606797749979
1.45703125 3.0 1.7320508075688772
1.46484375 1.0 1.0
1.47265625 4.0 2.0
1.48046875 3.0 1.7320508075688772
1.48828125 2.0 1.4142135623730951
1.49609375 2.0 1.4142135623730951
1.50390625 1.0 1.0
1.51171875 4.0 2.0
1.51953125 2.0 1.4142135623730951
1.52734375 3.0 1.7320508075688772
1.53515625 2.0 1.4142135623730951
1.54296875 1.0 1.0
1.55078125 3.0 1.7320508075688772
1.55859375 2.0 1.4142135623730951
1.56640625 1.0 1.0
1.57421875 1.0 1.0
1.58203125 5.0 2.23606797749979
1.58984375 5.0 2.23606797749979
1.59765625 2.0 1.4142135623730951
1.60546875 5.0 2.23606797749979
1.61328125 2.0 1.4142135623730951
1.62109375 6.0 2.449489742783178
1.62890625 3.0 1.7320508075688772
1.63671875 2.0 1.4142135623730951
1.64453125 3.0 1.7320508075688772
1.65234375 3.0 1.7320508075688772
1.66015625 6.0 2.449489742783178
1.66796875 5.0 2.23606797749979
1.67578125 9.0 3.0
1.68359375 7.0 2.6457513110645907
1.69140625 9.0 3.0
1.69921875 8.0 2.8284271247461903
1.70703125 8.0 2.8284271247461903
1.71484375 5.0 2.23606797749979
1.72265625 3.0 1.7320508075688772
1.73046875 8.0 2.8284271247461903
1.73828125 3.0 1.7320508075688772
1.74609375 2.0 1.4142135623730951
1.75390625 6.0 2.449489742783178
1.76171875 4.0 2.0
1.76953125 3.0 1.7320508075688772
1.77734375 4.0 2.0
1.78515625 4.0 2.0
1.79296875 3.0 1.7320508075688772
1.80078125 2.0 1.4142135623730951
1.80859375 4.0 2.0
1.81640625 2.0 1.4142135623730951
1.82421875 4.0 2.0
1.83203125 3.0 1.7320508075688772
1.83984375 3.0 1.7320508075688772
1.84765625 3.0 1.7320508075688772
1.85546875 1.0 1.0
1.86328125 6.0 2.449489742783178
1.87109375 2.0 1.4142135623730951
1.87890625 3.0 1.7320508075688772
1.88671875 5.0 2.23606797749979
1.89453125 5.0 2.23606797749979
1.90234375 2.0 1.4142135623730951
1.91015625 0.0 0.0
1.91796875 0.0 0.0
1.92578125 2.0 1.4142135623730951
1.93359375 3.0 1.7320508075688772
1.94140625 3.0 1.7320508075688772
1.94921875 2.0 1.4142135623730951
1.95703125 2.0 1.4142135623730951
1.96484375 2.0 1.4142135623730951
1.97265625 6.0 2.449489742783178
1.98046875 4.0 2.0
1.98828125 2.0 1.4142135623730951
1.99609375 1.0 1.0
