bbody,0.68,0.44,0.88,0.90,0.21,0.29,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.62
powerlaw,1.79,1.03,1.93,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,2.07,1.02,1.52,5,0.71
apec,1.64,0.83,1.01,4.24,2.22,-4.24,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,5,0.63
bremss,1.54,0.76,1.26,4.88,3.14,-4.88,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,5,0.68
