fname,mjd,power,f,f_err_n,f_err_p,fdot,fdot_err_n,fdot_err_p,fddot,power_cl_0.9,pulse_amp,pulse_amp_err,pulse_amp_cl_0.1,pulse_amp_cl_0.9,pulse_amp_ul_0.9,f_idx,fdot_idx,fddot_idx
0886090801_PN1_src_xmm_epn_det10_ev.p,60219.3624202757,804.04,0.0001253049943003035,0.0,0.0,0.00e+00,0.0,0.0,0,735.94,29.10,0.53,27.84,30.47,nan,1,0,0
0886090801_PN1_src_xmm_epn_det10_ev.p,60219.3624202757,501.63,0.00017591498290091045,0.0,0.0,0.00e+00,0.0,0.0,0,448.78,22.99,0.55,21.74,24.37,nan,3,0,0
0886090801_PN1_src_xmm_epn_det10_ev.p,60219.3624202757,177.08,0.0002771349601021244,0.0,0.0,0.00e+00,0.0,0.0,0,147.47,13.66,0.59,12.46,15.08,nan,7,0,0
0886090801_PN1_src_xmm_epn_det10_ev.p,60219.3624202757,154.06,0.0003277449487027313,0.0,0.0,0.00e+00,0.0,0.0,0,126.73,12.74,0.60,11.55,14.17,nan,9,0,0
0886090801_PN1_src_xmm_epn_det10_ev.p,60219.3624202757,145.17,0.0003783549373033383,0.0,0.0,0.00e+00,0.0,0.0,0,118.77,12.37,0.60,11.18,13.80,nan,11,0,0
